Use Case,LTE/5g Category,Technology Supported,Day,Time,GBR,Packet Loss Rate,Packet Delay,Slice Type
Smart Transportation,20,"IoT(LTE-M, NB-IoT)",tuesday,23,Non-GBR,1e-06,10,URLLC
Smartphone,11,LTE/5G,saturday,0,GBR,1e-06,60,eMBB
AR/VR/Gaming,20,LTE/5G,monday,21,GBR,0.001,100,eMBB
Smartphone,12,LTE/5G,thrusday,18,GBR,1e-06,300,eMBB
Industry 4.0,20,"IoT(LTE-M, NB-IoT)",friday,2,Non-GBR,1e-06,10,URLLC
Healthcare,6,"IoT(LTE-M, NB-IoT)",sunday,2,Non-GBR,1e-06,10,URLLC
Smartphone,3,LTE/5G,wednesday,19,Non-GBR,0.01,75,eMBB
Industry 4.0,14,"IoT(LTE-M, NB-IoT)",thrusday,18,GBR,0.001,50,mMTC
Smartphone,5,LTE/5G,friday,6,GBR,1e-06,100,eMBB
Smartphone,11,LTE/5G,saturday,2,Non-GBR,0.01,75,eMBB
Smart Transportation,12,"IoT(LTE-M, NB-IoT)",tuesday,19,Non-GBR,1e-06,10,URLLC
Smartphone,18,LTE/5G,tuesday,3,GBR,1e-06,100,eMBB
Smartphone,5,LTE/5G,friday,0,Non-GBR,1e-06,300,eMBB
Smartphone,19,LTE/5G,wednesday,1,GBR,1e-06,100,eMBB
Smartphone,14,LTE/5G,thrusday,16,GBR,0.001,100,eMBB
Smart Transportation,1,"IoT(LTE-M, NB-IoT)",sunday,11,Non-GBR,1e-06,10,URLLC
Smartphone,8,LTE/5G,sunday,2,GBR,0.001,100,eMBB
Smartphone,4,LTE/5G,sunday,10,GBR,0.001,100,eMBB
Public Safety,13,"IoT(LTE-M, NB-IoT)",sunday,22,Non-GBR,1e-06,10,URLLC
Smartphone,17,LTE/5G,friday,12,GBR,1e-06,100,eMBB
Smartphone,17,LTE/5G,sunday,23,GBR,0.001,100,eMBB
Smartphone,3,LTE/5G,friday,3,Non-GBR,0.01,100,eMBB
Smartphone,5,LTE/5G,sunday,20,GBR,1e-06,100,eMBB
IoT Devices,2,"IoT(LTE-M, NB-IoT)",sunday,6,GBR,0.01,300,mMTC
Smart Transportation,2,"IoT(LTE-M, NB-IoT)",sunday,9,Non-GBR,1e-06,10,URLLC
Healthcare,8,"IoT(LTE-M, NB-IoT)",monday,11,Non-GBR,1e-06,10,URLLC
Smart City & Home,8,"IoT(LTE-M, NB-IoT)",friday,20,GBR,0.01,300,mMTC
Smartphone,20,LTE/5G,sunday,5,GBR,0.001,100,eMBB
Smartphone,2,LTE/5G,wednesday,12,Non-GBR,1e-06,300,eMBB
Smart Transportation,2,"IoT(LTE-M, NB-IoT)",monday,0,Non-GBR,1e-06,10,URLLC
Industry 4.0,7,"IoT(LTE-M, NB-IoT)",monday,7,Non-GBR,1e-06,10,URLLC
Industry 4.0,3,"IoT(LTE-M, NB-IoT)",wednesday,9,GBR,0.001,50,mMTC
Public Safety,11,"IoT(LTE-M, NB-IoT)",thrusday,7,Non-GBR,1e-06,10,URLLC
IoT Devices,17,"IoT(LTE-M, NB-IoT)",friday,21,GBR,0.01,300,mMTC
Smartphone,18,LTE/5G,friday,2,GBR,1e-06,60,eMBB
Smartphone,3,LTE/5G,thrusday,3,Non-GBR,0.01,75,eMBB
IoT Devices,15,"IoT(LTE-M, NB-IoT)",monday,12,GBR,0.01,300,mMTC
Smart City & Home,17,"IoT(LTE-M, NB-IoT)",monday,3,GBR,0.01,300,mMTC
Smartphone,20,LTE/5G,thrusday,20,Non-GBR,1e-06,300,eMBB
Industry 4.0,12,"IoT(LTE-M, NB-IoT)",sunday,10,GBR,0.001,50,mMTC
Smartphone,14,LTE/5G,friday,12,Non-GBR,1e-06,300,eMBB
Smartphone,9,LTE/5G,saturday,16,Non-GBR,0.01,75,eMBB
Smartphone,11,LTE/5G,friday,22,GBR,1e-06,300,eMBB
Industry 4.0,13,"IoT(LTE-M, NB-IoT)",tuesday,22,GBR,0.001,50,mMTC
Smartphone,14,LTE/5G,friday,18,Non-GBR,0.001,150,eMBB
Smartphone,2,LTE/5G,sunday,16,Non-GBR,0.01,75,eMBB
Public Safety,12,"IoT(LTE-M, NB-IoT)",tuesday,22,Non-GBR,1e-06,10,URLLC
AR/VR/Gaming,8,LTE/5G,tuesday,0,GBR,0.001,100,eMBB
Smart Transportation,2,"IoT(LTE-M, NB-IoT)",thrusday,19,Non-GBR,1e-06,10,URLLC
Healthcare,10,"IoT(LTE-M, NB-IoT)",saturday,11,Non-GBR,1e-06,10,URLLC
Smart City & Home,16,"IoT(LTE-M, NB-IoT)",sunday,15,GBR,0.01,300,mMTC
Smartphone,12,LTE/5G,saturday,9,Non-GBR,0.01,100,eMBB
Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,14,Non-GBR,0.01,50,mMTC
Smartphone,19,LTE/5G,sunday,3,Non-GBR,0.001,150,eMBB
Industry 4.0,11,"IoT(LTE-M, NB-IoT)",tuesday,8,GBR,0.001,50,mMTC
Smartphone,9,LTE/5G,saturday,9,GBR,1e-06,60,eMBB
Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,15,GBR,0.001,50,mMTC
Industry 4.0,22,"IoT(LTE-M, NB-IoT)",wednesday,10,GBR,0.001,50,mMTC
AR/VR/Gaming,8,LTE/5G,monday,20,GBR,0.001,100,eMBB
Smartphone,13,LTE/5G,sunday,4,GBR,1e-06,60,eMBB
Smartphone,14,LTE/5G,thrusday,8,Non-GBR,0.01,100,eMBB
Smart City & Home,10,"IoT(LTE-M, NB-IoT)",saturday,20,Non-GBR,0.01,50,mMTC
Smart City & Home,12,"IoT(LTE-M, NB-IoT)",saturday,15,Non-GBR,0.01,50,mMTC
Industry 4.0,4,"IoT(LTE-M, NB-IoT)",monday,19,Non-GBR,1e-06,10,URLLC
Smartphone,14,LTE/5G,tuesday,22,GBR,0.001,100,eMBB
Industry 4.0,17,"IoT(LTE-M, NB-IoT)",thrusday,13,GBR,0.001,50,mMTC
Smart Transportation,19,"IoT(LTE-M, NB-IoT)",sunday,22,Non-GBR,1e-06,10,URLLC
Smart Transportation,16,"IoT(LTE-M, NB-IoT)",tuesday,15,Non-GBR,1e-06,10,URLLC
Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,21,Non-GBR,1e-06,10,URLLC
Smartphone,12,LTE/5G,wednesday,17,GBR,1e-06,60,eMBB
Smartphone,10,LTE/5G,thrusday,8,Non-GBR,0.001,150,eMBB
Public Safety,9,"IoT(LTE-M, NB-IoT)",monday,0,Non-GBR,1e-06,10,URLLC
AR/VR/Gaming,17,LTE/5G,thrusday,10,GBR,0.001,100,eMBB
Industry 4.0,7,"IoT(LTE-M, NB-IoT)",wednesday,16,GBR,0.001,50,mMTC
AR/VR/Gaming,19,LTE/5G,thrusday,16,Non-GBR,0.001,50,eMBB
Smartphone,12,LTE/5G,friday,16,Non-GBR,0.01,100,eMBB
AR/VR/Gaming,20,LTE/5G,tuesday,19,GBR,0.001,100,eMBB
IoT Devices,17,"IoT(LTE-M, NB-IoT)",thrusday,23,GBR,0.01,300,mMTC
Public Safety,8,"IoT(LTE-M, NB-IoT)",friday,0,Non-GBR,1e-06,10,URLLC
Smartphone,12,LTE/5G,saturday,14,GBR,0.001,100,eMBB
Smartphone,6,LTE/5G,tuesday,0,Non-GBR,0.001,150,eMBB
Smartphone,18,LTE/5G,tuesday,15,Non-GBR,0.01,100,eMBB
AR/VR/Gaming,3,LTE/5G,friday,10,Non-GBR,0.001,50,eMBB
AR/VR/Gaming,13,LTE/5G,monday,5,GBR,0.001,100,eMBB
Industry 4.0,14,"IoT(LTE-M, NB-IoT)",sunday,5,GBR,0.001,50,mMTC
AR/VR/Gaming,8,LTE/5G,friday,16,GBR,0.001,100,eMBB
AR/VR/Gaming,13,LTE/5G,saturday,5,GBR,0.001,100,eMBB
Smartphone,7,LTE/5G,friday,5,Non-GBR,0.001,150,eMBB
IoT Devices,13,"IoT(LTE-M, NB-IoT)",saturday,19,GBR,0.01,300,mMTC
Industry 4.0,10,"IoT(LTE-M, NB-IoT)",monday,5,GBR,0.001,50,mMTC
Smartphone,13,LTE/5G,saturday,23,Non-GBR,0.01,75,eMBB
Smart City & Home,4,"IoT(LTE-M, NB-IoT)",monday,0,Non-GBR,0.01,50,mMTC
Industry 4.0,14,"IoT(LTE-M, NB-IoT)",thrusday,0,GBR,0.001,50,mMTC
Smartphone,14,LTE/5G,saturday,3,Non-GBR,1e-06,300,eMBB
Smartphone,20,LTE/5G,tuesday,22,Non-GBR,0.01,100,eMBB
Industry 4.0,17,"IoT(LTE-M, NB-IoT)",friday,22,GBR,0.001,50,mMTC
Smartphone,1,LTE/5G,wednesday,3,Non-GBR,0.01,75,eMBB
Industry 4.0,11,"IoT(LTE-M, NB-IoT)",saturday,11,GBR,0.001,50,mMTC
Smartphone,10,LTE/5G,sunday,23,GBR,0.001,100,eMBB
AR/VR/Gaming,6,LTE/5G,thrusday,9,Non-GBR,0.001,50,eMBB
Smartphone,9,LTE/5G,wednesday,3,Non-GBR,0.001,150,eMBB
Smartphone,14,LTE/5G,tuesday,7,GBR,1e-06,60,eMBB
Smartphone,12,LTE/5G,saturday,23,Non-GBR,0.001,150,eMBB
Smartphone,6,LTE/5G,wednesday,19,GBR,1e-06,100,eMBB
Smartphone,13,LTE/5G,wednesday,7,Non-GBR,0.01,100,eMBB
Smartphone,13,LTE/5G,sunday,1,Non-GBR,0.001,150,eMBB
Smartphone,1,LTE/5G,thrusday,22,GBR,1e-06,60,eMBB
Industry 4.0,5,"IoT(LTE-M, NB-IoT)",friday,19,Non-GBR,1e-06,10,URLLC
Smartphone,8,LTE/5G,thrusday,13,GBR,0.001,100,eMBB
Smart City & Home,3,"IoT(LTE-M, NB-IoT)",wednesday,1,GBR,0.01,300,mMTC
Smartphone,19,LTE/5G,friday,4,Non-GBR,0.01,100,eMBB
Smart City & Home,1,"IoT(LTE-M, NB-IoT)",monday,15,GBR,0.01,300,mMTC
IoT Devices,5,"IoT(LTE-M, NB-IoT)",saturday,14,GBR,0.01,300,mMTC
Industry 4.0,10,"IoT(LTE-M, NB-IoT)",thrusday,22,Non-GBR,1e-06,10,URLLC
Smartphone,6,LTE/5G,thrusday,7,GBR,1e-06,300,eMBB
IoT Devices,16,"IoT(LTE-M, NB-IoT)",tuesday,9,GBR,0.01,300,mMTC
Smartphone,15,LTE/5G,monday,4,Non-GBR,1e-06,300,eMBB
Smartphone,19,LTE/5G,thrusday,0,Non-GBR,0.01,75,eMBB
AR/VR/Gaming,1,LTE/5G,tuesday,15,Non-GBR,0.001,50,eMBB
Smartphone,18,LTE/5G,friday,2,Non-GBR,0.001,150,eMBB
Industry 4.0,10,"IoT(LTE-M, NB-IoT)",saturday,8,GBR,0.001,50,mMTC
Smart City & Home,4,"IoT(LTE-M, NB-IoT)",thrusday,23,GBR,0.01,300,mMTC
Industry 4.0,3,"IoT(LTE-M, NB-IoT)",wednesday,12,GBR,0.001,50,mMTC
AR/VR/Gaming,19,LTE/5G,thrusday,1,GBR,0.001,100,eMBB
Smart City & Home,9,"IoT(LTE-M, NB-IoT)",friday,23,Non-GBR,0.01,50,mMTC
AR/VR/Gaming,16,LTE/5G,friday,5,GBR,0.001,100,eMBB
Healthcare,17,"IoT(LTE-M, NB-IoT)",thrusday,13,Non-GBR,1e-06,10,URLLC
Industry 4.0,13,"IoT(LTE-M, NB-IoT)",saturday,21,GBR,0.001,50,mMTC
Industry 4.0,3,"IoT(LTE-M, NB-IoT)",sunday,23,Non-GBR,1e-06,10,URLLC
Smartphone,1,LTE/5G,thrusday,6,Non-GBR,0.01,75,eMBB
Smartphone,20,LTE/5G,sunday,16,Non-GBR,0.01,100,eMBB
Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,8,Non-GBR,0.01,50,mMTC
Smartphone,7,LTE/5G,saturday,10,Non-GBR,1e-06,300,eMBB
Smartphone,3,LTE/5G,thrusday,15,Non-GBR,0.01,75,eMBB
Smart City & Home,15,"IoT(LTE-M, NB-IoT)",wednesday,0,GBR,0.01,300,mMTC
AR/VR/Gaming,14,LTE/5G,monday,19,Non-GBR,0.001,50,eMBB
AR/VR/Gaming,2,LTE/5G,wednesday,3,GBR,0.001,100,eMBB
Smartphone,4,LTE/5G,tuesday,23,Non-GBR,0.01,100,eMBB
Smartphone,8,LTE/5G,sunday,7,Non-GBR,0.001,150,eMBB
Smartphone,11,LTE/5G,monday,13,Non-GBR,0.001,150,eMBB
Smartphone,9,LTE/5G,wednesday,0,GBR,1e-06,60,eMBB
Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,17,Non-GBR,1e-06,10,URLLC
Smart City & Home,21,"IoT(LTE-M, NB-IoT)",monday,4,GBR,0.01,300,mMTC
Smart City & Home,20,"IoT(LTE-M, NB-IoT)",thrusday,16,GBR,0.01,300,mMTC
AR/VR/Gaming,9,LTE/5G,sunday,22,Non-GBR,0.001,50,eMBB
Smartphone,13,LTE/5G,tuesday,2,GBR,1e-06,100,eMBB
Smartphone,6,LTE/5G,thrusday,2,Non-GBR,0.001,150,eMBB
Smartphone,17,LTE/5G,friday,7,GBR,1e-06,60,eMBB
AR/VR/Gaming,12,LTE/5G,wednesday,19,GBR,0.001,100,eMBB
Smartphone,8,LTE/5G,monday,9,GBR,1e-06,300,eMBB
Smartphone,13,LTE/5G,saturday,13,GBR,0.001,100,eMBB
Public Safety,18,"IoT(LTE-M, NB-IoT)",wednesday,11,Non-GBR,1e-06,10,URLLC
Smart Transportation,6,"IoT(LTE-M, NB-IoT)",friday,3,Non-GBR,1e-06,10,URLLC
Industry 4.0,10,"IoT(LTE-M, NB-IoT)",saturday,14,Non-GBR,1e-06,10,URLLC
Smartphone,13,LTE/5G,saturday,13,Non-GBR,0.001,150,eMBB
Industry 4.0,16,"IoT(LTE-M, NB-IoT)",monday,17,Non-GBR,1e-06,10,URLLC
Smart City & Home,2,"IoT(LTE-M, NB-IoT)",wednesday,20,GBR,0.01,300,mMTC
Smart City & Home,10,"IoT(LTE-M, NB-IoT)",wednesday,5,Non-GBR,0.01,50,mMTC
Public Safety,17,"IoT(LTE-M, NB-IoT)",monday,20,Non-GBR,1e-06,10,URLLC
Smartphone,18,LTE/5G,friday,19,GBR,1e-06,60,eMBB
Smartphone,5,LTE/5G,tuesday,19,Non-GBR,0.01,100,eMBB
Smart Transportation,1,"IoT(LTE-M, NB-IoT)",friday,0,Non-GBR,1e-06,10,URLLC
Smartphone,6,LTE/5G,thrusday,11,Non-GBR,0.001,150,eMBB
Smartphone,6,LTE/5G,tuesday,12,Non-GBR,0.01,100,eMBB
Industry 4.0,22,"IoT(LTE-M, NB-IoT)",thrusday,9,Non-GBR,1e-06,10,URLLC
IoT Devices,22,"IoT(LTE-M, NB-IoT)",saturday,7,GBR,0.01,300,mMTC
Industry 4.0,7,"IoT(LTE-M, NB-IoT)",friday,13,GBR,0.001,50,mMTC
IoT Devices,1,"IoT(LTE-M, NB-IoT)",monday,2,GBR,0.01,300,mMTC
Smart Transportation,2,"IoT(LTE-M, NB-IoT)",monday,10,Non-GBR,1e-06,10,URLLC
Smartphone,15,LTE/5G,wednesday,0,GBR,1e-06,60,eMBB
Industry 4.0,16,"IoT(LTE-M, NB-IoT)",wednesday,11,GBR,0.001,50,mMTC
IoT Devices,4,"IoT(LTE-M, NB-IoT)",friday,16,GBR,0.01,300,mMTC
Smartphone,12,LTE/5G,monday,6,Non-GBR,0.01,75,eMBB
Industry 4.0,6,"IoT(LTE-M, NB-IoT)",sunday,11,Non-GBR,1e-06,10,URLLC
Smartphone,20,LTE/5G,friday,11,GBR,1e-06,60,eMBB
Smartphone,14,LTE/5G,saturday,9,Non-GBR,0.01,100,eMBB
Smart City & Home,12,"IoT(LTE-M, NB-IoT)",friday,11,GBR,0.01,300,mMTC
Smart City & Home,12,"IoT(LTE-M, NB-IoT)",tuesday,19,GBR,0.01,300,mMTC
Smartphone,2,LTE/5G,friday,22,Non-GBR,0.001,150,eMBB
Smartphone,13,LTE/5G,sunday,21,GBR,1e-06,300,eMBB
Smart City & Home,7,"IoT(LTE-M, NB-IoT)",saturday,10,GBR,0.01,300,mMTC
Smart City & Home,2,"IoT(LTE-M, NB-IoT)",monday,16,Non-GBR,0.01,50,mMTC
Smartphone,10,LTE/5G,monday,17,GBR,0.001,100,eMBB
Smartphone,14,LTE/5G,monday,5,Non-GBR,1e-06,300,eMBB
Healthcare,16,"IoT(LTE-M, NB-IoT)",tuesday,22,Non-GBR,1e-06,10,URLLC
Industry 4.0,1,"IoT(LTE-M, NB-IoT)",thrusday,14,GBR,0.001,50,mMTC
Smartphone,9,LTE/5G,tuesday,20,GBR,0.001,100,eMBB
Smartphone,1,LTE/5G,friday,11,Non-GBR,1e-06,300,eMBB
AR/VR/Gaming,8,LTE/5G,tuesday,9,Non-GBR,0.001,50,eMBB
Smartphone,4,LTE/5G,friday,6,GBR,1e-06,100,eMBB
Healthcare,16,"IoT(LTE-M, NB-IoT)",monday,16,Non-GBR,1e-06,10,URLLC
Public Safety,18,"IoT(LTE-M, NB-IoT)",saturday,15,Non-GBR,1e-06,10,URLLC
Smartphone,9,LTE/5G,sunday,12,Non-GBR,0.01,75,eMBB
Industry 4.0,22,"IoT(LTE-M, NB-IoT)",sunday,22,Non-GBR,1e-06,10,URLLC
Smart Transportation,15,"IoT(LTE-M, NB-IoT)",thrusday,16,Non-GBR,1e-06,10,URLLC
IoT Devices,14,"IoT(LTE-M, NB-IoT)",saturday,5,GBR,0.01,300,mMTC
Industry 4.0,22,"IoT(LTE-M, NB-IoT)",friday,23,Non-GBR,1e-06,10,URLLC
Smartphone,9,LTE/5G,saturday,21,Non-GBR,1e-06,300,eMBB
Smartphone,19,LTE/5G,friday,17,GBR,1e-06,60,eMBB
Public Safety,1,"IoT(LTE-M, NB-IoT)",wednesday,2,Non-GBR,1e-06,10,URLLC
Public Safety,14,"IoT(LTE-M, NB-IoT)",monday,12,Non-GBR,1e-06,10,URLLC
AR/VR/Gaming,18,LTE/5G,monday,11,GBR,0.001,100,eMBB
Smartphone,1,LTE/5G,monday,10,Non-GBR,1e-06,300,eMBB
AR/VR/Gaming,11,LTE/5G,monday,9,GBR,0.001,100,eMBB
Smartphone,12,LTE/5G,saturday,5,GBR,1e-06,60,eMBB
Smartphone,11,LTE/5G,sunday,23,GBR,0.001,100,eMBB
AR/VR/Gaming,7,LTE/5G,monday,5,GBR,0.001,100,eMBB
Healthcare,14,"IoT(LTE-M, NB-IoT)",monday,3,Non-GBR,1e-06,10,URLLC
Smart Transportation,2,"IoT(LTE-M, NB-IoT)",thrusday,7,Non-GBR,1e-06,10,URLLC
Smartphone,8,LTE/5G,sunday,8,Non-GBR,0.01,75,eMBB
Smartphone,19,LTE/5G,thrusday,13,Non-GBR,1e-06,300,eMBB
Smartphone,11,LTE/5G,thrusday,12,Non-GBR,0.01,75,eMBB
Smartphone,9,LTE/5G,thrusday,23,GBR,1e-06,100,eMBB
Smart Transportation,3,"IoT(LTE-M, NB-IoT)",sunday,11,Non-GBR,1e-06,10,URLLC
Smart City & Home,20,"IoT(LTE-M, NB-IoT)",wednesday,12,GBR,0.01,300,mMTC
IoT Devices,5,"IoT(LTE-M, NB-IoT)",wednesday,13,GBR,0.01,300,mMTC
Smartphone,20,LTE/5G,thrusday,21,GBR,0.001,100,eMBB
Smartphone,3,LTE/5G,sunday,6,GBR,0.001,100,eMBB
AR/VR/Gaming,8,LTE/5G,friday,11,GBR,0.001,100,eMBB
Public Safety,8,"IoT(LTE-M, NB-IoT)",thrusday,5,Non-GBR,1e-06,10,URLLC
Smartphone,11,LTE/5G,wednesday,1,GBR,1e-06,60,eMBB
IoT Devices,22,"IoT(LTE-M, NB-IoT)",tuesday,8,GBR,0.01,300,mMTC
Smartphone,15,LTE/5G,saturday,11,GBR,1e-06,300,eMBB
Smart Transportation,19,"IoT(LTE-M, NB-IoT)",saturday,17,Non-GBR,1e-06,10,URLLC
Smart City & Home,19,"IoT(LTE-M, NB-IoT)",saturday,9,GBR,0.01,300,mMTC
Smart City & Home,1,"IoT(LTE-M, NB-IoT)",sunday,18,Non-GBR,0.01,50,mMTC
AR/VR/Gaming,7,LTE/5G,friday,7,GBR,0.001,100,eMBB
IoT Devices,15,"IoT(LTE-M, NB-IoT)",thrusday,13,GBR,0.01,300,mMTC
Smartphone,13,LTE/5G,friday,15,GBR,1e-06,100,eMBB
AR/VR/Gaming,8,LTE/5G,saturday,23,GBR,0.001,100,eMBB
Industry 4.0,6,"IoT(LTE-M, NB-IoT)",monday,4,GBR,0.001,50,mMTC
Smartphone,16,LTE/5G,monday,5,Non-GBR,0.001,150,eMBB
Smartphone,6,LTE/5G,wednesday,13,GBR,1e-06,300,eMBB
Smartphone,4,LTE/5G,wednesday,3,GBR,0.001,100,eMBB
AR/VR/Gaming,11,LTE/5G,friday,10,GBR,0.001,100,eMBB
AR/VR/Gaming,12,LTE/5G,friday,21,GBR,0.001,100,eMBB
Industry 4.0,5,"IoT(LTE-M, NB-IoT)",tuesday,5,Non-GBR,1e-06,10,URLLC
Smartphone,20,LTE/5G,wednesday,0,GBR,0.001,100,eMBB
Smartphone,14,LTE/5G,wednesday,9,Non-GBR,0.01,75,eMBB
Public Safety,17,"IoT(LTE-M, NB-IoT)",monday,18,Non-GBR,1e-06,10,URLLC
Smartphone,16,LTE/5G,friday,22,Non-GBR,1e-06,300,eMBB
Smartphone,9,LTE/5G,wednesday,1,Non-GBR,0.01,100,eMBB
Smart City & Home,2,"IoT(LTE-M, NB-IoT)",wednesday,3,GBR,0.01,300,mMTC
Public Safety,3,"IoT(LTE-M, NB-IoT)",wednesday,12,Non-GBR,1e-06,10,URLLC
Smartphone,9,LTE/5G,thrusday,17,GBR,1e-06,60,eMBB
Healthcare,15,"IoT(LTE-M, NB-IoT)",monday,20,Non-GBR,1e-06,10,URLLC
Smart City & Home,4,"IoT(LTE-M, NB-IoT)",thrusday,20,Non-GBR,0.01,50,mMTC
Smartphone,8,LTE/5G,saturday,2,GBR,1e-06,60,eMBB
AR/VR/Gaming,6,LTE/5G,tuesday,2,GBR,0.001,100,eMBB
Industry 4.0,10,"IoT(LTE-M, NB-IoT)",sunday,23,Non-GBR,1e-06,10,URLLC
Industry 4.0,10,"IoT(LTE-M, NB-IoT)",saturday,5,Non-GBR,1e-06,10,URLLC
Smart City & Home,3,"IoT(LTE-M, NB-IoT)",monday,22,Non-GBR,0.01,50,mMTC
Smartphone,5,LTE/5G,wednesday,23,GBR,1e-06,300,eMBB
AR/VR/Gaming,15,LTE/5G,sunday,9,GBR,0.001,100,eMBB
Smart Transportation,12,"IoT(LTE-M, NB-IoT)",friday,18,Non-GBR,1e-06,10,URLLC
Smartphone,8,LTE/5G,tuesday,4,Non-GBR,0.01,100,eMBB
Public Safety,18,"IoT(LTE-M, NB-IoT)",saturday,14,Non-GBR,1e-06,10,URLLC
AR/VR/Gaming,8,LTE/5G,wednesday,3,GBR,0.001,100,eMBB
Smartphone,6,LTE/5G,wednesday,0,GBR,0.001,100,eMBB
Public Safety,7,"IoT(LTE-M, NB-IoT)",monday,9,Non-GBR,1e-06,10,URLLC
Smartphone,5,LTE/5G,sunday,8,Non-GBR,1e-06,300,eMBB
Smartphone,18,LTE/5G,wednesday,16,Non-GBR,1e-06,300,eMBB
IoT Devices,11,"IoT(LTE-M, NB-IoT)",tuesday,0,GBR,0.01,300,mMTC
AR/VR/Gaming,10,LTE/5G,tuesday,23,GBR,0.001,100,eMBB
IoT Devices,10,"IoT(LTE-M, NB-IoT)",saturday,17,GBR,0.01,300,mMTC
Smart Transportation,5,"IoT(LTE-M, NB-IoT)",thrusday,8,Non-GBR,1e-06,10,URLLC
Smart City & Home,8,"IoT(LTE-M, NB-IoT)",saturday,7,GBR,0.01,300,mMTC
Public Safety,13,"IoT(LTE-M, NB-IoT)",saturday,11,Non-GBR,1e-06,10,URLLC
AR/VR/Gaming,4,LTE/5G,saturday,19,GBR,0.001,100,eMBB
Smart City & Home,6,"IoT(LTE-M, NB-IoT)",monday,12,GBR,0.01,300,mMTC
Smartphone,9,LTE/5G,sunday,19,Non-GBR,0.001,150,eMBB
Smart City & Home,3,"IoT(LTE-M, NB-IoT)",thrusday,6,Non-GBR,0.01,50,mMTC
Healthcare,15,"IoT(LTE-M, NB-IoT)",friday,18,Non-GBR,1e-06,10,URLLC
Smartphone,12,LTE/5G,saturday,7,GBR,1e-06,60,eMBB
IoT Devices,21,"IoT(LTE-M, NB-IoT)",tuesday,12,GBR,0.01,300,mMTC
Healthcare,9,"IoT(LTE-M, NB-IoT)",friday,17,Non-GBR,1e-06,10,URLLC
Smartphone,17,LTE/5G,saturday,9,GBR,0.001,100,eMBB
Smartphone,14,LTE/5G,tuesday,18,Non-GBR,0.01,100,eMBB
Smart City & Home,10,"IoT(LTE-M, NB-IoT)",thrusday,21,GBR,0.01,300,mMTC
Industry 4.0,20,"IoT(LTE-M, NB-IoT)",thrusday,19,GBR,0.001,50,mMTC
Smart City & Home,11,"IoT(LTE-M, NB-IoT)",saturday,6,Non-GBR,0.01,50,mMTC
Healthcare,19,"IoT(LTE-M, NB-IoT)",friday,6,Non-GBR,1e-06,10,URLLC
Smartphone,6,LTE/5G,wednesday,20,GBR,1e-06,300,eMBB
Smartphone,17,LTE/5G,saturday,7,GBR,1e-06,100,eMBB
Smartphone,8,LTE/5G,saturday,22,GBR,1e-06,100,eMBB
Smartphone,14,LTE/5G,tuesday,13,Non-GBR,1e-06,300,eMBB
Public Safety,21,"IoT(LTE-M, NB-IoT)",wednesday,3,Non-GBR,1e-06,10,URLLC
Smartphone,7,LTE/5G,thrusday,22,GBR,1e-06,60,eMBB
AR/VR/Gaming,8,LTE/5G,friday,17,Non-GBR,0.001,50,eMBB
Smartphone,17,LTE/5G,wednesday,22,Non-GBR,0.01,100,eMBB
Smartphone,7,LTE/5G,friday,17,GBR,1e-06,60,eMBB
Smartphone,7,LTE/5G,thrusday,14,GBR,1e-06,100,eMBB
Smartphone,6,LTE/5G,thrusday,5,Non-GBR,0.01,75,eMBB
Smartphone,13,LTE/5G,thrusday,20,Non-GBR,0.01,100,eMBB
Smartphone,19,LTE/5G,thrusday,16,Non-GBR,1e-06,300,eMBB
Public Safety,19,"IoT(LTE-M, NB-IoT)",sunday,0,Non-GBR,1e-06,10,URLLC
Smartphone,13,LTE/5G,thrusday,14,GBR,1e-06,100,eMBB
Smartphone,12,LTE/5G,monday,22,Non-GBR,0.01,75,eMBB
AR/VR/Gaming,6,LTE/5G,tuesday,20,Non-GBR,0.001,50,eMBB
AR/VR/Gaming,6,LTE/5G,tuesday,18,GBR,0.001,100,eMBB
Smartphone,1,LTE/5G,wednesday,5,GBR,1e-06,300,eMBB
Healthcare,10,"IoT(LTE-M, NB-IoT)",thrusday,0,Non-GBR,1e-06,10,URLLC
Industry 4.0,3,"IoT(LTE-M, NB-IoT)",wednesday,20,GBR,0.001,50,mMTC
Smartphone,9,LTE/5G,monday,17,GBR,0.001,100,eMBB
Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,16,GBR,0.001,50,mMTC
Smart Transportation,6,"IoT(LTE-M, NB-IoT)",friday,5,Non-GBR,1e-06,10,URLLC
AR/VR/Gaming,19,LTE/5G,wednesday,1,Non-GBR,0.001,50,eMBB
Smartphone,11,LTE/5G,wednesday,8,GBR,1e-06,100,eMBB
AR/VR/Gaming,19,LTE/5G,tuesday,2,Non-GBR,0.001,50,eMBB
AR/VR/Gaming,8,LTE/5G,wednesday,17,GBR,0.001,100,eMBB
Smartphone,17,LTE/5G,thrusday,14,Non-GBR,0.001,150,eMBB
Smart City & Home,20,"IoT(LTE-M, NB-IoT)",tuesday,21,GBR,0.01,300,mMTC
